# data last user frame sfdCycle
00 0 0 1 12
0A 0 0 1 12
35 0 0 1 12
01 0 0 1 12
02 0 0 1 12
03 0 0 1 12
DE 0 0 1 12
AD 0 0 1 12
BE 0 0 1 12
EF 0 0 1 12
00 0 0 1 12
01 0 0 1 12
08 0 0 1 12
00 0 0 1 12
01 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 0 0 1 12
00 1 1 1 12
00 0 0 2 95
0A 0 0 2 95
35 0 0 2 95
01 0 0 2 95
02 0 0 2 95
03 0 0 2 95
DE 0 0 2 95
AD 0 0 2 95
BE 0 0 2 95
EF 0 0 2 95
00 0 0 2 95
01 0 0 2 95
08 0 0 2 95
00 0 0 2 95
02 0 0 2 95
03 0 0 2 95
04 0 0 2 95
05 0 0 2 95
06 0 0 2 95
07 0 0 2 95
08 0 0 2 95
09 0 0 2 95
0A 0 0 2 95
0B 0 0 2 95
0C 0 0 2 95
0D 0 0 2 95
0E 0 0 2 95
0F 0 0 2 95
10 0 0 2 95
11 0 0 2 95
12 0 0 2 95
13 0 0 2 95
14 0 0 2 95
15 0 0 2 95
16 0 0 2 95
17 0 0 2 95
18 0 0 2 95
19 0 0 2 95
1A 0 0 2 95
1B 0 0 2 95
1C 0 0 2 95
1D 0 0 2 95
1E 0 0 2 95
1F 0 0 2 95
20 0 0 2 95
21 0 0 2 95
22 0 0 2 95
23 0 0 2 95
24 0 0 2 95
25 0 0 2 95
26 0 0 2 95
27 0 0 2 95
28 0 0 2 95
29 0 0 2 95
2A 0 0 2 95
2B 0 0 2 95
2C 0 0 2 95
2D 0 0 2 95
2E 0 0 2 95
00 1 1 2 95
00 0 0 3 172
0A 0 0 3 172
35 0 0 3 172
01 0 0 3 172
02 0 0 3 172
03 0 0 3 172
DE 0 0 3 172
AD 0 0 3 172
BE 0 0 3 172
EF 0 0 3 172
00 0 0 3 172
01 0 0 3 172
08 0 0 3 172
00 0 0 3 172
03 0 0 3 172
04 0 0 3 172
05 0 0 3 172
06 0 0 3 172
07 0 0 3 172
08 0 0 3 172
09 0 0 3 172
0A 0 0 3 172
0B 0 0 3 172
0C 0 0 3 172
0D 0 0 3 172
0E 0 0 3 172
0F 0 0 3 172
10 0 0 3 172
11 0 0 3 172
12 0 0 3 172
13 0 0 3 172
14 0 0 3 172
15 0 0 3 172
16 0 0 3 172
17 0 0 3 172
18 0 0 3 172
19 0 0 3 172
1A 0 0 3 172
1B 0 0 3 172
1C 0 0 3 172
1D 0 0 3 172
1E 0 0 3 172
1F 0 0 3 172
20 0 0 3 172
21 0 0 3 172
22 0 0 3 172
23 0 0 3 172
24 0 0 3 172
25 0 0 3 172
26 0 0 3 172
27 0 0 3 172
28 0 0 3 172
29 0 0 3 172
2A 0 0 3 172
2B 0 0 3 172
2C 0 0 3 172
2D 0 0 3 172
2E 0 0 3 172
2F 0 0 3 172
30 1 1 3 172
00 0 0 4 254
0A 0 0 4 254
35 0 0 4 254
01 0 0 4 254
02 0 0 4 254
03 0 0 4 254
DE 0 0 4 254
AD 0 0 4 254
BE 0 0 4 254
EF 0 0 4 254
00 0 0 4 254
01 0 0 4 254
08 0 0 4 254
00 0 0 4 254
04 0 0 4 254
05 0 0 4 254
06 0 0 4 254
07 0 0 4 254
08 0 0 4 254
09 0 0 4 254
0A 0 0 4 254
0B 0 0 4 254
0C 0 0 4 254
0D 0 0 4 254
0E 0 0 4 254
0F 0 0 4 254
10 0 0 4 254
11 0 0 4 254
12 0 0 4 254
13 0 0 4 254
14 0 0 4 254
15 0 0 4 254
16 0 0 4 254
17 0 0 4 254
18 0 0 4 254
19 0 0 4 254
1A 0 0 4 254
1B 0 0 4 254
1C 0 0 4 254
1D 0 0 4 254
1E 0 0 4 254
1F 0 0 4 254
20 0 0 4 254
21 0 0 4 254
22 0 0 4 254
23 0 0 4 254
24 0 0 4 254
25 0 0 4 254
26 0 0 4 254
27 0 0 4 254
28 0 0 4 254
29 0 0 4 254
2A 0 0 4 254
2B 0 0 4 254
2C 0 0 4 254
2D 0 0 4 254
2E 0 0 4 254
2F 0 0 4 254
30 0 0 4 254
31 0 0 4 254
32 1 1 4 254
00 0 0 5 333
0A 0 0 5 333
35 0 0 5 333
01 0 0 5 333
02 0 0 5 333
03 0 0 5 333
DE 0 0 5 333
AD 0 0 5 333
BE 0 0 5 333
EF 0 0 5 333
00 0 0 5 333
01 0 0 5 333
08 0 0 5 333
00 0 0 5 333
05 0 0 5 333
06 0 0 5 333
07 0 0 5 333
08 0 0 5 333
09 0 0 5 333
0A 0 0 5 333
0B 0 0 5 333
0C 0 0 5 333
0D 0 0 5 333
0E 0 0 5 333
0F 0 0 5 333
10 0 0 5 333
11 0 0 5 333
12 0 0 5 333
13 0 0 5 333
14 0 0 5 333
15 0 0 5 333
16 0 0 5 333
17 0 0 5 333
18 0 0 5 333
19 0 0 5 333
1A 0 0 5 333
1B 0 0 5 333
1C 0 0 5 333
1D 0 0 5 333
1E 0 0 5 333
1F 0 0 5 333
20 0 0 5 333
21 0 0 5 333
22 0 0 5 333
23 0 0 5 333
24 0 0 5 333
25 0 0 5 333
26 0 0 5 333
27 0 0 5 333
28 0 0 5 333
29 0 0 5 333
2A 0 0 5 333
2B 0 0 5 333
2C 0 0 5 333
2D 0 0 5 333
2E 0 0 5 333
2F 0 0 5 333
30 0 0 5 333
31 0 0 5 333
32 0 0 5 333
33 0 0 5 333
34 0 0 5 333
35 0 0 5 333
36 0 0 5 333
37 0 0 5 333
38 0 0 5 333
39 0 0 5 333
3A 0 0 5 333
3B 0 0 5 333
3C 0 0 5 333
3D 0 0 5 333
3E 0 0 5 333
3F 0 0 5 333
40 0 0 5 333
41 0 0 5 333
42 0 0 5 333
43 1 1 5 333
00 0 0 6 430
0A 0 0 6 430
35 0 0 6 430
01 0 0 6 430
02 0 0 6 430
03 0 0 6 430
DE 0 0 6 430
AD 0 0 6 430
BE 0 0 6 430
EF 0 0 6 430
00 0 0 6 430
01 0 0 6 430
08 0 0 6 430
00 0 0 6 430
06 0 0 6 430
07 0 0 6 430
08 0 0 6 430
09 0 0 6 430
0A 0 0 6 430
0B 0 0 6 430
0C 0 0 6 430
0D 0 0 6 430
0E 0 0 6 430
0F 0 0 6 430
10 0 0 6 430
11 0 0 6 430
12 0 0 6 430
13 0 0 6 430
14 0 0 6 430
15 0 0 6 430
16 0 0 6 430
17 0 0 6 430
18 0 0 6 430
19 0 0 6 430
1A 0 0 6 430
1B 0 0 6 430
1C 0 0 6 430
1D 0 0 6 430
1E 0 0 6 430
1F 0 0 6 430
20 0 0 6 430
21 0 0 6 430
22 0 0 6 430
23 0 0 6 430
24 0 0 6 430
25 0 0 6 430
26 0 0 6 430
27 0 0 6 430
28 0 0 6 430
29 0 0 6 430
2A 0 0 6 430
2B 0 0 6 430
2C 0 0 6 430
2D 0 0 6 430
2E 0 0 6 430
2F 0 0 6 430
30 0 0 6 430
31 0 0 6 430
32 0 0 6 430
33 0 0 6 430
34 0 0 6 430
35 0 0 6 430
36 0 0 6 430
37 0 0 6 430
38 0 0 6 430
39 0 0 6 430
3A 0 0 6 430
3B 0 0 6 430
3C 0 0 6 430
3D 0 0 6 430
3E 0 0 6 430
3F 0 0 6 430
40 0 0 6 430
41 0 0 6 430
42 0 0 6 430
43 0 0 6 430
44 0 0 6 430
45 1 1 6 430
00 0 0 7 526
0A 0 0 7 526
35 0 0 7 526
01 0 0 7 526
02 0 0 7 526
03 0 0 7 526
DE 0 0 7 526
AD 0 0 7 526
BE 0 0 7 526
EF 0 0 7 526
00 0 0 7 526
01 0 0 7 526
08 0 0 7 526
00 0 0 7 526
07 0 0 7 526
08 0 0 7 526
09 0 0 7 526
0A 0 0 7 526
0B 0 0 7 526
0C 0 0 7 526
0D 0 0 7 526
0E 0 0 7 526
0F 0 0 7 526
10 0 0 7 526
11 0 0 7 526
12 0 0 7 526
13 0 0 7 526
14 0 0 7 526
15 0 0 7 526
16 0 0 7 526
17 0 0 7 526
18 0 0 7 526
19 0 0 7 526
1A 0 0 7 526
1B 0 0 7 526
1C 0 0 7 526
1D 0 0 7 526
1E 0 0 7 526
1F 0 0 7 526
20 0 0 7 526
21 0 0 7 526
22 0 0 7 526
23 0 0 7 526
24 0 0 7 526
25 0 0 7 526
26 0 0 7 526
27 0 0 7 526
28 0 0 7 526
29 0 0 7 526
2A 0 0 7 526
2B 0 0 7 526
2C 0 0 7 526
2D 0 0 7 526
2E 0 0 7 526
2F 0 0 7 526
30 0 0 7 526
31 0 0 7 526
32 0 0 7 526
33 0 0 7 526
34 0 0 7 526
35 0 0 7 526
36 0 0 7 526
37 0 0 7 526
38 0 0 7 526
39 0 0 7 526
3A 0 0 7 526
3B 0 0 7 526
3C 0 0 7 526
3D 0 0 7 526
3E 0 0 7 526
3F 0 0 7 526
40 0 0 7 526
41 0 0 7 526
42 0 0 7 526
43 0 0 7 526
44 0 0 7 526
45 0 0 7 526
46 0 0 7 526
47 1 1 7 526
00 0 0 8 627
0A 0 0 8 627
35 0 0 8 627
01 0 0 8 627
02 0 0 8 627
03 0 0 8 627
DE 0 0 8 627
AD 0 0 8 627
BE 0 0 8 627
EF 0 0 8 627
00 0 0 8 627
01 0 0 8 627
08 0 0 8 627
00 0 0 8 627
08 0 0 8 627
09 0 0 8 627
0A 0 0 8 627
0B 0 0 8 627
0C 0 0 8 627
0D 0 0 8 627
0E 0 0 8 627
0F 0 0 8 627
10 0 0 8 627
11 0 0 8 627
12 0 0 8 627
13 0 0 8 627
14 0 0 8 627
15 0 0 8 627
16 0 0 8 627
17 0 0 8 627
18 0 0 8 627
19 0 0 8 627
1A 0 0 8 627
1B 0 0 8 627
1C 0 0 8 627
1D 0 0 8 627
1E 0 0 8 627
1F 0 0 8 627
20 0 0 8 627
21 0 0 8 627
22 0 0 8 627
23 0 0 8 627
24 0 0 8 627
25 0 0 8 627
26 0 0 8 627
27 0 0 8 627
28 0 0 8 627
29 0 0 8 627
2A 0 0 8 627
2B 0 0 8 627
2C 0 0 8 627
2D 0 0 8 627
2E 0 0 8 627
2F 0 0 8 627
30 0 0 8 627
31 0 0 8 627
32 0 0 8 627
33 0 0 8 627
34 0 0 8 627
35 0 0 8 627
36 0 0 8 627
37 0 0 8 627
38 0 0 8 627
39 0 0 8 627
3A 0 0 8 627
3B 0 0 8 627
3C 0 0 8 627
3D 0 0 8 627
3E 0 0 8 627
3F 0 0 8 627
40 0 0 8 627
41 0 0 8 627
42 0 0 8 627
43 0 0 8 627
44 0 0 8 627
45 0 0 8 627
46 0 0 8 627
47 0 0 8 627
48 0 0 8 627
49 0 0 8 627
4A 0 0 8 627
4B 0 0 8 627
4C 0 0 8 627
4D 0 0 8 627
4E 0 0 8 627
4F 0 0 8 627
50 0 0 8 627
51 0 0 8 627
52 0 0 8 627
53 0 0 8 627
54 0 0 8 627
55 0 0 8 627
56 0 0 8 627
57 0 0 8 627
58 0 0 8 627
59 0 0 8 627
5A 0 0 8 627
5B 0 0 8 627
5C 0 0 8 627
5D 0 0 8 627
5E 0 0 8 627
5F 0 0 8 627
60 0 0 8 627
61 0 0 8 627
62 0 0 8 627
63 0 0 8 627
64 0 0 8 627
65 0 0 8 627
66 0 0 8 627
67 0 0 8 627
68 0 0 8 627
69 0 0 8 627
6A 0 0 8 627
6B 1 1 8 627
00 0 0 9 758
0A 0 0 9 758
35 0 0 9 758
01 0 0 9 758
02 0 0 9 758
03 0 0 9 758
DE 0 0 9 758
AD 0 0 9 758
BE 0 0 9 758
EF 0 0 9 758
00 0 0 9 758
01 0 0 9 758
08 0 0 9 758
00 0 0 9 758
09 0 0 9 758
0A 0 0 9 758
0B 0 0 9 758
0C 0 0 9 758
0D 0 0 9 758
0E 0 0 9 758
0F 0 0 9 758
10 0 0 9 758
11 0 0 9 758
12 0 0 9 758
13 0 0 9 758
14 0 0 9 758
15 0 0 9 758
16 0 0 9 758
17 0 0 9 758
18 0 0 9 758
19 0 0 9 758
1A 0 0 9 758
1B 0 0 9 758
1C 0 0 9 758
1D 0 0 9 758
1E 0 0 9 758
1F 0 0 9 758
20 0 0 9 758
21 0 0 9 758
22 0 0 9 758
23 0 0 9 758
24 0 0 9 758
25 0 0 9 758
26 0 0 9 758
27 0 0 9 758
28 0 0 9 758
29 0 0 9 758
2A 0 0 9 758
2B 0 0 9 758
2C 0 0 9 758
2D 0 0 9 758
2E 0 0 9 758
2F 0 0 9 758
30 0 0 9 758
31 0 0 9 758
32 0 0 9 758
33 0 0 9 758
34 0 0 9 758
35 0 0 9 758
36 0 0 9 758
37 0 0 9 758
38 0 0 9 758
39 0 0 9 758
3A 0 0 9 758
3B 0 0 9 758
3C 0 0 9 758
3D 0 0 9 758
3E 0 0 9 758
3F 0 0 9 758
40 0 0 9 758
41 0 0 9 758
42 0 0 9 758
43 0 0 9 758
44 0 0 9 758
45 0 0 9 758
46 0 0 9 758
47 0 0 9 758
48 0 0 9 758
49 0 0 9 758
4A 0 0 9 758
4B 0 0 9 758
4C 0 0 9 758
4D 0 0 9 758
4E 0 0 9 758
4F 0 0 9 758
50 0 0 9 758
51 0 0 9 758
52 0 0 9 758
53 0 0 9 758
54 0 0 9 758
55 0 0 9 758
56 0 0 9 758
57 0 0 9 758
58 0 0 9 758
59 0 0 9 758
5A 0 0 9 758
5B 0 0 9 758
5C 0 0 9 758
5D 0 0 9 758
5E 0 0 9 758
5F 0 0 9 758
60 0 0 9 758
61 0 0 9 758
62 0 0 9 758
63 0 0 9 758
64 0 0 9 758
65 0 0 9 758
66 0 0 9 758
67 0 0 9 758
68 0 0 9 758
69 0 0 9 758
6A 0 0 9 758
6B 0 0 9 758
6C 0 0 9 758
6D 0 0 9 758
6E 0 0 9 758
6F 0 0 9 758
70 0 0 9 758
71 0 0 9 758
72 0 0 9 758
73 0 0 9 758
74 0 0 9 758
75 0 0 9 758
76 0 0 9 758
77 0 0 9 758
78 0 0 9 758
79 0 0 9 758
7A 0 0 9 758
7B 0 0 9 758
7C 0 0 9 758
7D 0 0 9 758
7E 0 0 9 758
7F 0 0 9 758
80 0 0 9 758
81 0 0 9 758
82 0 0 9 758
83 0 0 9 758
84 0 0 9 758
85 0 0 9 758
86 0 0 9 758
87 0 0 9 758
88 0 0 9 758
89 0 0 9 758
8A 0 0 9 758
8B 0 0 9 758
8C 0 0 9 758
8D 0 0 9 758
8E 0 0 9 758
8F 0 0 9 758
90 0 0 9 758
91 0 0 9 758
92 0 0 9 758
93 0 0 9 758
94 0 0 9 758
95 0 0 9 758
96 0 0 9 758
97 0 0 9 758
98 0 0 9 758
99 0 0 9 758
9A 0 0 9 758
9B 0 0 9 758
9C 0 0 9 758
9D 0 0 9 758
9E 0 0 9 758
9F 0 0 9 758
A0 0 0 9 758
A1 0 0 9 758
A2 0 0 9 758
A3 0 0 9 758
A4 0 0 9 758
A5 0 0 9 758
A6 0 0 9 758
A7 0 0 9 758
A8 0 0 9 758
A9 0 0 9 758
AA 0 0 9 758
AB 0 0 9 758
AC 0 0 9 758
AD 0 0 9 758
AE 0 0 9 758
AF 0 0 9 758
B0 0 0 9 758
B1 0 0 9 758
B2 0 0 9 758
B3 0 0 9 758
B4 0 0 9 758
B5 0 0 9 758
B6 0 0 9 758
B7 0 0 9 758
B8 0 0 9 758
B9 0 0 9 758
BA 0 0 9 758
BB 0 0 9 758
BC 0 0 9 758
BD 0 0 9 758
BE 0 0 9 758
BF 0 0 9 758
C0 0 0 9 758
C1 0 0 9 758
C2 0 0 9 758
C3 0 0 9 758
C4 0 0 9 758
C5 0 0 9 758
C6 0 0 9 758
C7 0 0 9 758
C8 0 0 9 758
C9 0 0 9 758
CA 0 0 9 758
CB 0 0 9 758
CC 0 0 9 758
CD 0 0 9 758
CE 0 0 9 758
CF 0 0 9 758
D0 0 0 9 758
D1 0 0 9 758
D2 0 0 9 758
D3 0 0 9 758
D4 0 0 9 758
D5 0 0 9 758
D6 0 0 9 758
D7 0 0 9 758
D8 0 0 9 758
D9 0 0 9 758
DA 0 0 9 758
DB 0 0 9 758
DC 0 0 9 758
DD 0 0 9 758
DE 0 0 9 758
DF 0 0 9 758
E0 0 0 9 758
E1 0 0 9 758
E2 0 0 9 758
E3 0 0 9 758
E4 0 0 9 758
E5 0 0 9 758
E6 0 0 9 758
E7 0 0 9 758
E8 0 0 9 758
E9 0 0 9 758
EA 0 0 9 758
EB 0 0 9 758
EC 0 0 9 758
ED 0 0 9 758
EE 0 0 9 758
EF 0 0 9 758
F0 0 0 9 758
F1 0 0 9 758
F2 0 0 9 758
F3 0 0 9 758
F4 0 0 9 758
F5 0 0 9 758
F6 0 0 9 758
F7 0 0 9 758
F8 0 0 9 758
F9 0 0 9 758
FA 0 0 9 758
00 0 0 9 758
01 0 0 9 758
02 0 0 9 758
03 0 0 9 758
04 0 0 9 758
05 0 0 9 758
06 0 0 9 758
07 0 0 9 758
08 0 0 9 758
09 0 0 9 758
0A 0 0 9 758
0B 0 0 9 758
0C 0 0 9 758
0D 0 0 9 758
0E 0 0 9 758
0F 0 0 9 758
10 0 0 9 758
11 0 0 9 758
12 0 0 9 758
13 0 0 9 758
14 0 0 9 758
15 0 0 9 758
16 0 0 9 758
17 0 0 9 758
18 0 0 9 758
19 0 0 9 758
1A 0 0 9 758
